Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2015,S12000041,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,10.27362433579801
2015,S12000041,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.696722900911383
2015,S12000041,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,8.96028034681003
2015,S12000041,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,57.69803321123224
2015,S12000041,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,735.626914505638
2015,S12000041,,All,d,All,d,Cerebrovascular Disease,95,,81.2660393498717,,75.5554204510836
2015,S12000042,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,21.552346272687448
2015,S12000042,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.661066499610836
2015,S12000042,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,21.996192219308647
2015,S12000042,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,122.73017390703748
2015,S12000042,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,766.0011127397113
2015,S12000042,,All,d,All,d,Cerebrovascular Disease,109,,73.5442952567303,,88.55273525471958
2015,S12000045,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,14.33498527859198
2015,S12000045,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.669337606837607
2015,S12000045,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,25.794187516107584
2015,S12000045,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,50.55175813388459
2015,S12000045,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,732.5332817596021
2015,S12000045,,All,d,All,d,Cerebrovascular Disease,93,,86.9483919222139,,78.97283196188289
2015,S12000047,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,13.318831497429144
2015,S12000047,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.890373465279441
2015,S12000047,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,16.558166638761847
2015,S12000047,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,63.91829363940699
2015,S12000047,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,711.8158501977791
2015,S12000047,,All,d,All,d,Cerebrovascular Disease,263,,71.4518582916757,,76.18356318046065
2015,S12000048,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,5.506331400177962
2015,S12000048,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2015,S12000048,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,2.2089893242701657
2015,S12000048,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,42.14647050695573
2015,S12000048,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,626.9879969631493
2015,S12000048,,All,d,All,d,Cerebrovascular Disease,105,,70.0326819182285,,61.43968130084538
2015,S12000049,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,27.960562349066844
2015,S12000049,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.1397743113151644
2015,S12000049,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,22.643469971834865
2015,S12000049,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,174.17251492385142
2015,S12000049,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,906.8921713163692
2015,S12000049,,All,d,All,d,Cerebrovascular Disease,456,,75.205330342712,,107.06440715612403
2015,S12000050,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,24.735990025155846
2015,S12000050,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.285603367305667
2015,S12000050,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,31.965984046417898
2015,S12000050,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,121.94799364043828
2015,S12000050,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,764.5020086794858
2015,S12000050,,All,d,All,d,Cerebrovascular Disease,241,,71.2469697865547,,91.31493170404552
2016,S92000003,d,under75 years,,All,d,Cerebrovascular Disease,895,,18.0356606321429,,18.792466328855795
2016,S92000003,d,0-44 years,,All,d,Cerebrovascular Disease,45,,1.54398663525169,,1.660662483413197
2016,S92000003,d,45-64 years,,All,d,Cerebrovascular Disease,319,,21.3905177645233,,21.75142934001881
2016,S92000003,d,65-74 years,,All,d,Cerebrovascular Disease,531,,95.410417523893,,99.43102707724442
2016,S92000003,d,75plus years,,All,d,Cerebrovascular Disease,3258,,736.58912660606,,758.6840060063525
2016,S92000003,d,All,d,All,d,Cerebrovascular Disease,4153,,76.8405276888634,,85.38270489983051
2016,S12000005,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,33.19303365098154
2016,S12000005,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000005,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,47.18422286993098
2016,S12000005,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,168.58896725582372
2016,S12000005,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,688.3115197507548
2016,S12000005,,All,d,All,d,Cerebrovascular Disease,42,,81.7916260954236,,92.15369739996112
2016,S12000006,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,16.316643474970093
2016,S12000006,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.7419780443022392
2016,S12000006,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,10.721024489318465
2016,S12000006,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,100.25148503457316
2016,S12000006,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,626.7940175501042
2016,S12000006,,All,d,All,d,Cerebrovascular Disease,118,,78.9192081326913,,71.25960714173216
2016,S12000008,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,19.92253034223487
2016,S12000008,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,3.2391211801506654
2016,S12000008,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,22.95742812379762
2016,S12000008,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,98.06341639377148
2016,S12000008,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,927.6345542750832
2016,S12000008,,All,d,All,d,Cerebrovascular Disease,104,,85.1063829787234,,101.61661249619124
2016,S12000010,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,11.964569739677524
2016,S12000010,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,4.094259269175891
2016,S12000010,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,13.415265162809478
2016,S12000010,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,48.77917323435292
2016,S12000010,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,614.2511893132329
2016,S12000010,,All,d,All,d,Cerebrovascular Disease,65,,62.4459602267269,,66.17036550129751
2016,S12000011,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,16.340078462513
2016,S12000011,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.70512582699561
2016,S12000011,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,18.81112368678963
2016,S12000011,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,80.22624454580904
2016,S12000011,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,448.7650374540599
2016,S12000011,,All,d,All,d,Cerebrovascular Disease,59,,62.8930817610063,,55.25832477175221
2016,S12000013,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,12.676180722240456
2016,S12000013,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000013,,45-64 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000013,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,109.86023292608397
2016,S12000013,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1017.3866356892686
2016,S12000013,,All,d,All,d,Cerebrovascular Disease,34,,126.39405204461,,103.100121669273
2016,S12000014,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,19.45990565385212
2016,S12000014,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,3.766716290312535
2016,S12000014,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,21.271272165852373
2016,S12000014,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,95.5961926122456
2016,S12000014,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,704.8691008319132
2016,S12000014,,All,d,All,d,Cerebrovascular Disease,110,,69.0174425900364,,81.14673321987762
2016,S12000017,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,13.04910078970361
2016,S12000017,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,0.8805440407488689
2016,S12000017,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,14.08819787668366
2016,S12000017,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,73.007766660045
2016,S12000017,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,742.98101993347
2016,S12000017,,All,d,All,d,Cerebrovascular Disease,190,,80.9302721812838,,78.74297351264258
2016,S12000018,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,21.75959341410034
2016,S12000018,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,3.0601895568845525
2016,S12000018,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,21.86812538416032
2016,S12000018,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,117.6540420886778
2016,S12000018,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,858.640430859043
2016,S12000018,,All,d,All,d,Cerebrovascular Disease,76,,96.0080848913593,,97.0788687841452
2016,S12000019,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,13.131752269000245
2016,S12000019,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000019,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,8.337288200813205
2016,S12000019,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,92.76679230071164
2016,S12000019,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,804.1762645098519
2016,S12000019,,All,d,All,d,Cerebrovascular Disease,64,,72.2266109919874,,84.3257583706769
2016,S12000020,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,18.68912622706067
2016,S12000020,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000020,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,22.073715023564528
2016,S12000020,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,106.26257509886294
2016,S12000020,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,945.8183889571015
2016,S12000020,,All,d,All,d,Cerebrovascular Disease,98,,102.008951805975,,102.13075987276432
2016,S12000021,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,24.27045265959289
2016,S12000021,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000021,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,27.59144692555435
2016,S12000021,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,140.70836652340597
2016,S12000021,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,606.3200406608082
2016,S12000021,,All,d,All,d,Cerebrovascular Disease,101,,74.3248215468393,,76.65491557970226
2016,S12000023,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,8.228436986363134
2016,S12000023,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000023,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,14.77905315532785
2016,S12000023,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,34.013605442176875
2016,S12000023,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,662.490683769235
2016,S12000023,,All,d,All,d,Cerebrovascular Disease,16,,73.2265446224256,,67.1120391968216
2016,S12000026,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,11.102595923249616
2016,S12000026,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000026,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,16.76520171512509
2016,S12000026,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,53.9103222442762
2016,S12000026,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,760.2416814158099
2016,S12000026,,All,d,All,d,Cerebrovascular Disease,97,,84.6939666462935,,78.52511361758005
2016,S12000027,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,13.155344449521102
2016,S12000027,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000027,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,14.23227065712427
2016,S12000027,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,78.09344499929784
2016,S12000027,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,1061.7705131895289
2016,S12000027,,All,d,All,d,Cerebrovascular Disease,18,,77.5862068965517,,107.5307096361218
2016,S12000028,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,28.285113950332143
2016,S12000028,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,3.991170587257387
2016,S12000028,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,32.24425667611846
2016,S12000028,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,143.2332719858273
2016,S12000028,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,866.5005813285123
2016,S12000028,,All,d,All,d,Cerebrovascular Disease,132,,117.364630568151,,103.72450601436836
2016,S12000029,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,18.66452749046068
2016,S12000029,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.516566458685917
2016,S12000029,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,16.42845036166657
2016,S12000029,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,107.35461697892548
2016,S12000029,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,809.0062983015051
2016,S12000029,,All,d,All,d,Cerebrovascular Disease,258,,81.3623462630085,,89.79528686345468
2016,S12000030,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,10.95845322123118
2016,S12000030,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000030,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,15.62484236934858
2016,S12000030,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,55.53913527088571
2016,S12000030,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,642.8862748872128
2016,S12000030,,All,d,All,d,Cerebrovascular Disease,59,,62.9333333333333,,67.83195717116953
2016,S12000033,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,14.112754664932718
2016,S12000033,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.311509041988549
2016,S12000033,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,16.542238900064657
2016,S12000033,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,73.81617670378878
2016,S12000033,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,753.7076543389112
2016,S12000033,,All,d,All,d,Cerebrovascular Disease,143,,62.2171945701357,,80.67629563559078
2016,S12000034,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,20.46562323081146
2016,S12000034,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.9629481196985465
2016,S12000034,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,18.84630445994474
2016,S12000034,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,114.5662330811034
2016,S12000034,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,907.342539557352
2016,S12000034,,All,d,All,d,Cerebrovascular Disease,225,,85.8156298867234,,100.28454570020013
2016,S12000035,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,15.8620014761902
2016,S12000035,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000035,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,14.930013000157476
2016,S12000035,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,99.79017045991765
2016,S12000035,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,762.812655227479
2016,S12000035,,All,d,All,d,Cerebrovascular Disease,85,,97.5553770228394,,83.0875603138062
2016,S12000036,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,17.88515920112727
2016,S12000036,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,0.7897372647870949
2016,S12000036,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,24.06462145954003
2016,S12000036,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,90.20868631678738
2016,S12000036,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,689.1748352197997
2016,S12000036,,All,d,All,d,Cerebrovascular Disease,326,,64.2782498964844,,78.30123004280779
2016,S12000038,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,25.160274679532343
2016,S12000038,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,2.237402155938575
2016,S12000038,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,28.350185880493513
2016,S12000038,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,134.9986051032078
2016,S12000038,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,772.188946977013
2016,S12000038,,All,d,All,d,Cerebrovascular Disease,149,,84.6927755357244,,92.3928551863056
2016,S12000039,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,19.826977537793525
2016,S12000039,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,4.560530679933666
2016,S12000039,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,15.713453425813594
2016,S12000039,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,108.72188413702216
2016,S12000039,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,741.8055477381192
2016,S12000039,,All,d,All,d,Cerebrovascular Disease,62,,68.9962163365235,,84.80504885582283
2016,S12000040,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,17.052074055911554
2016,S12000040,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000040,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,13.023399081692656
2016,S12000040,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,114.91606318315198
2016,S12000040,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,840.7705846463007
2016,S12000040,,All,d,All,d,Cerebrovascular Disease,113,,62.7324709931716,,91.18674000904656
2016,S12000041,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,12.01521663243746
2016,S12000041,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000041,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,18.16702012825363
2016,S12000041,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,58.2817790621988
2016,S12000041,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,781.2563341717624
2016,S12000041,,All,d,All,d,Cerebrovascular Disease,108,,92.6879505664264,,81.2469172109767
2016,S12000042,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,18.636197527073037
2016,S12000042,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.6379786407585244
2016,S12000042,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,24.89207585942438
2016,S12000042,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,90.26696362742288
2016,S12000042,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,830.4260411659517
2016,S12000042,,All,d,All,d,Cerebrovascular Disease,118,,79.5845417144399,,91.6972834545721
2016,S12000045,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,15.693086588369972
2016,S12000045,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2016,S12000045,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,18.72496285682851
2016,S12000045,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,88.74851084149638
2016,S12000045,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,552.3952187726577
2016,S12000045,,All,d,All,d,Cerebrovascular Disease,80,,74.3909243072345,,63.99627848495587
2016,S12000047,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,14.865664160236232
2016,S12000047,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,0.5495109352676119
2016,S12000047,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,17.49791115624783
2016,S12000047,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,81.84830499395034
2016,S12000047,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,663.5538729603883
2016,S12000047,,All,d,All,d,Cerebrovascular Disease,267,,72.0978586665947,,73.24760295224992
2016,S12000048,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,12.393749594039033
2016,S12000048,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.617943455187589
2016,S12000048,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,18.31153513846221
2016,S12000048,,65-74 years,,All,d,Cerebrovascular Disease,,c,,c,52.87681764839747
2016,S12000048,,75plus years,,All,d,Cerebrovascular Disease,,c,,c,795.6663099810697
2016,S12000048,,All,d,All,d,Cerebrovascular Disease,142,,94.2394478364746,,82.88828002887178
2016,S12000049,,under75 years,,All,d,Cerebrovascular Disease,,c,,c,29.480021229565097
2016,S12000049,,0-44 years,,All,d,Cerebrovascular Disease,,c,,c,1.7818132900154573
2016,S12000049,,45-64 years,,All,d,Cerebrovascular Disease,,c,,c,38.52514348722036
